web-scraper-order,web-scraper-start-url,listing_link,listing_link-href,name,num_of_views,num_of_watchers,num_of_msgs,price,about_listing,brand,model,categories,year_of_make,made_in
1606583854-295,https://reverb.com/shop/randys-gear-locker-4?page=1,10% price dropPaul Reed Smith SE Hollowbody Standard Fire Red Burst w/ OHSC + Free ShippingFree Shipping$999$899.99Mint,https://reverb.com/item/36848384-paul-reed-smith-se-hollowbody-standard-fire-red-burst-w-ohsc-free-shipping,Paul Reed Smith SE Hollowbody Standard Fire Red Burst w/ OHSC + Free Shipping,91,3,,$899.99,"Includes Original Hardshell Case + Free Shipping! You
 are looking at serial #D08057! The guitar in the photos is the actual 
guitar! This guitar is in stock, and ready to ship to your door! Please see photos and message or call us with any pricing questions or for a detailed ""on hand"" description.C&M Music Center4543 Johnston St
Lafayette, LA 70506*FREE SHIPPING - USA ONLY* The
 SE Hollowbody Standard features an all-mahogany body with hollow 
construction for a warm, resonant tone. The 22 fret wide fat neck, PRS 
adjustable stoptail bridge, and 58/15 “S” pickups further promote the SE
 Hollowbody Standard’s big, clear, balanced voice. This vintage-inspired
 instrument combines the power and stability of a solid-body electric 
guitar with the captivating, resonance of a hollowbody instrument, 
making the SE Hollowbody Standard at home with players of all styles. Body Type: HollowbodyBody Shape: SE StandardLeft-/Right-handed: Right-handedNumber of Strings: 6Body Material: MahoganyTop Material: 3-ply Laminated MahoganyBody Finish: GlossColor: Fire Red BurstNeck Material: MahoganyNeck Shape: Wide FatRadius: 10""Fingerboard Material: EbonyFingerboard Inlay: PRS BirdsNumber of Frets: 22Scale Length: 25""Nut Width: 1.6875""Nut Material: BoneBridge/Tailpiece: PRS Adjustable StoptailTuners: PRS DesignedNeck Pickup: PRS 58/15 ""S"" HumbuckerBridge Pickup: PRS 58/15 ""S"" HumbuckerControls: 1 x master volume, 1 x master tone, 3-way toggle pickup switchStrings: PRS, .010-.046Case Included: Hardshell Caseread more…",Paul Reed Smith,SE Hollowbody Standard,Hollow Body,,
1606582997-123,https://reverb.com/shop/randys-gear-locker-4?page=8,Fender Player Series Precision Bass w/Pau Ferro Fretboard in Silver w/FREE ShippingFree Shipping$649.99Mint,https://reverb.com/item/34558983-fender-player-series-precision-bass-w-pau-ferro-fretboard-in-silver-w-free-shipping,Fender Player Series Precision Bass w/Pau Ferro Fretboard in Silver w/FREE Shipping,532,14,,$649.99,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*Brand new condition, taken out of the box for pictures.

The bass shown is the exact one for sale
You are looking at serial # MX20034928
Weight: 8lbs 11oz
SPECS
Body Shape: Precision



Left-/Right-handed: Right-handed



Number of Strings: 4



Color: Silver



Body Finish: Gloss Polyester



Body Material: Alder



Neck Material: Maple



Neck Shape: Modern C



Radius: 9.5""



Fingerboard Material: Pau Ferro



Fingerboard Inlay: Dots



Number of Frets: 20, Medium Jumbo



Scale Length: 34""



Nut Width: 1.625""



Nut Material: Synthetic Bone



Bridge/Tailpiece: 4-saddle Standard



Tuners: Fender Standard Open-gear



Middle Pickup: Player Series Alnico 5 P Split Single-coil



Controls: 1 x master volume, 1 x master tone



Strings: Fender NPS, .045-.105

read more…",Fender,Player Precision Bass with Pau Ferro Fretboard,4-String,,
1606583513-226,https://reverb.com/shop/randys-gear-locker-4?page=4,"Fender American Ultra Stratocaster HSS w/Maple Neck in Texas Tea w/FREE ShippingFree Shipping$1,754Mint",https://reverb.com/item/35776483-fender-american-ultra-stratocaster-hss-w-maple-neck-in-texas-tea-w-free-shipping,Fender American Ultra Stratocaster HSS w/Maple Neck in Texas Tea w/FREE Shipping,70,0,,"$1,754","Please see photos and message or call us with and pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
Serial #: US20050501
Weight: 8lbs
This guitar ships FREE with its included hard shell case and case candy!
Brand new condition, FRESH from Fender. Comes with full manufacture warranty!
Tech Specs
Body Type:Solidbody
Body Shape:American Ultra Stratocaster
Left-/Right-handed:Right-handed
Number of Strings:6
Body Material:Alder
Body Finish:Gloss Polyurethane
Color: Texas Tea
Neck Material:Maple
Neck Shape:Modern D
Radius:10""-14"" compound
Fingerboard Material:Maple
Fingerboard Inlay:Black Pearloid Dots
Number of Frets:22, Medium Jumbo
Scale Length:25.5""
Nut Width:1.685""
Nut Material:Bone
Bridge/Tailpiece:2-Point Fender Deluxe Synchronized Tremolo
Tuners:Fender Deluxe Die-cast Sealed Locking
Neck Pickup:Ultra Noiseless Hot Strat Single-coil
Middle Pickup:Ultra Noiseless Hot Strat Single-coil
Bridge Pickup:Ultra Double Tap Humbucker
Controls:1 x master volume (with S-1 Switch), 2 x tone, 5-way blade pickup switch
Strings:Fender NPS, .009-.042
Case Included:Hardshell Case
read more…",Fender,American Ultra Stratocaster HSS,Solid Body,,
1606583532-230,https://reverb.com/shop/randys-gear-locker-4?page=4,"10% price dropPaul Reed Smith John Mayer Silver Sky w/Maple Neck in Golden Mesa w/Hard Case +Free ShipFree Shipping$2,299$2,069.99Mint",https://reverb.com/item/35881624-paul-reed-smith-john-mayer-silver-sky-w-maple-neck-in-golden-mesa-w-hard-case-free-ship,Paul Reed Smith John Mayer Silver Sky w/Maple Neck in Golden Mesa w/Hard Case +Free Ship,74,4,,"$2,069.99","Please message with any questions!The guitar shown is the exact one for sale! You are looking at serial #0305406 
Ships FREE with a PRS Multi-Fit Hard Shell Case!
The PRS Silver Sky is an idealized version of a vintage single-coil 
guitar where every detail adds up and sets this guitar apart from the 
pack and the past. The result of a close collaboration between Grammy 
Award-winning musician John Mayer and Paul Reed Smith, the Silver Sky is
 based off of years of development. Incorporating Mayer and 
Smith’s favorite elements of 1963 and 1964 instruments with an eye 
toward modern references, the PRS Silver Sky delivers the warmth and 
familiarity of an old guitar with the finesse of a brand-new instrument. Some
 of the more distinctive specifications include, the headstock shape, 
tuners, bridge, pickups, and neck and fretboard options. The headstock 
shape is based on PRS’s trademark design, but inverted both to 
accommodate Mayer’s playing style and also to keep a consistent length 
of string behind the nut, which makes staying in tune easier. The tuners
 are a traditional vintage-style, closed-back tuner, but with PRS’s 
locking design. The steel tremolo takes the patented PRS design and 
incorporates Gen III knife-edge screws. Setup flush to the body in the 
neutral position so that the tremolo bridge only goes down in pitch, the
 bridge’s increased contact with the body allows the guitar itself to be
 acoustically louder, which in turn improves the signal to noise ratio 
of the single-coil pickups. The 635JM single-coil pickups are very round
 and full, with a musical high end that is never “ice-picky” or brash. 
SPECSBody Type: SolidbodyBody Shape: Silver SkyLeft-/Right-handed: Right-handedNumber of Strings: 6Body Material: AlderBody Finish: GlossColor: Golden MesaNeck Material: MapleNeck Shape: 635JMRadius: 7.25""Fingerboard Material: MapleFingerboard Inlay: PRS Bird OutlinesNumber of Frets: 22Scale Length: 25.5""Nut Width: 1.656""Nut Material: BoneBridge/Tailpiece: Steel TremoloTuners: Vintage Style LockingNeck Pickup: 635JM Single-coilMiddle Pickup: 635JM Single-coilBridge Pickup: 635JM Single-coilControls: 1 x master volume, 2 x tone, 5-way blade pickup switchStrings: PRS, .010-.046Case Included: PRS Multi-Fit Hard Shell
Manufacturer Part Number: 107150::J9:13Wread more…",Paul Reed Smith,JM Silver Sky,Solid Body,,
1606583537-231,https://reverb.com/shop/randys-gear-locker-4?page=4,"11% price dropIbanez Headless Bass EHB1005 in Black Flat w/Gig Bag + FREE ShippingFree Shipping$1,149.99$1,034.99Mint",https://reverb.com/item/35906263-ibanez-headless-bass-ehb1005-in-black-flat-w-gig-bag-free-shipping,Ibanez Headless Bass EHB1005 in Black Flat w/Gig Bag + FREE Shipping,111,6,,"$1,034.99","Please see photos and message or call us with and pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
The guitar shown is the exact one for sale. You are looking at serial #I200520311.

The guitar weighs 7lbs 4oz.
This bass is FRESH from Ibanez, ships FREE with its included gig bag!
Brand new condition, comes with full manufacture warranty!
  Tech Specs Body Shape:Bass Workshop EHB




Left-/Right-handed:Right-handed



Number of Strings:5



Color:Black



Body Material:American Basswood



Body Finish:Satin Polyurethane



Neck Material:5-Piece Roasted Maple/Walnut



Neck Shape:EHB5



Radius:19.6""



Fingerboard Material:Roasted Birdseye Maple



Fingerboard Inlay:Abalone Off-set Dots



Number of Frets:24, Medium Stainless Steel



Scale Length:34""



Nut Width:1.771""



Nut Material:Plastic



Bridge/Tailpiece:MR5HS



Tuners:Ibanez Custom Headpieces



Neck Pickup:Bartolini BH2 Humbucker



Bridge Pickup:Bartolini BH2 Humbucker



Controls:1 x master volume, 1 x balancer, 3-band Active EQ, 1 x EQ bypass switch



Strings:.045-.130



Case Included:Gig Bag
read more…",Ibanez,EHB1005,5-String or More,,
1606583490-221,https://reverb.com/shop/randys-gear-locker-4?page=4,Martin DX Johnny Cash Signature Black Dreadnought Acoustic Electric w/ Gig Bag + Free ShippingFree Shipping$599Brand New,https://reverb.com/item/35776954-martin-dx-johnny-cash-signature-black-dreadnought-acoustic-electric-w-gig-bag-free-shipping,Martin DX Johnny Cash Signature Black Dreadnought Acoustic Electric w/ Gig Bag + Free Shipping,413,4,2.0,$599,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
Serial #2404916
Tech Specs String Type:Steel




Number of Strings:6



Body Shape:Dreadnought



Left-/Right-handed:Right-handed



Color:Jett Black



Finish:Satin



Top Wood:High-pressure Laminate



Back & Sides Wood:High-pressure Laminate



Body Bracing:Scalloped X-bracing



Neck Wood:Black Birch Laminate



Neck Shape:Performing Artist



Radius:16""



Fingerboard Material:Richlite



Fingerboard Inlay:Stars with CASH at 17th fret



Number of Frets:20



Scale Length:25.4""



Tuning Machines:Closed Gear



Bridge Material:Richlite



Nut/Saddle Material:Corian/Tusq



Nut Width:1.75""



Electronics:Fishman MX



Strings:Lifespan 2.0 92/8 Phosphor Bronze, .012-.054



Case Included:Gig Bag



read more…",Martin,DX Johnny Cash,Dreadnought,,
1606583434-210,https://reverb.com/shop/randys-gear-locker-4?page=5,Fender Player Series Jazz Bass w/Pau Ferro Neck in Black w/FREE ShippingFree Shipping$649Mint,https://reverb.com/item/35698050-fender-player-series-jazz-bass-w-pau-ferro-neck-in-black-w-free-shipping,Fender Player Series Jazz Bass w/Pau Ferro Neck in Black w/FREE Shipping,52,1,,$649,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
FRESH from Fender! This guitar comes with a warranty!
Serial #MX20054111

Weight: 9lbs 8oz 
Tech Specs 
Body Shape:Jazz
Left-/Right-handed:Right-handed
Number of Strings:4
Color:Black
Body Finish:Gloss Polyester
Body Material:Alder
Neck Material:Maple
Neck Shape:Modern C
Radius:9.5""
Fingerboard Material:Pau Ferro
Fingerboard Inlay:Dots
Number of Frets:20, Medium Jumbo
Scale Length:34""
Nut Width:1.5""
Nut Material:Synthetic Bone
Bridge/Tailpiece:4-saddle Standard
Tuners:Fender Standard Open Gear
Neck Pickup:Player Series Alnico V Jazz Single-coil
Bridge Pickup:Player Series Alnico V Jazz Single-coil
Controls:2 x volume, 1 x master tone
Strings:Fender NPS, .045-.105
read more…",Fender,Player Series Jazz Bass,4-String,,
1606583655-255,https://reverb.com/shop/randys-gear-locker-4?page=3,"10% price dropMartin 00016E in Natural Granadillo w/CaseFree Shipping$1,699$1,529.99Mint",https://reverb.com/item/36243611-martin-00016e-in-natural-granadillo-w-case,Martin 00016E in Natural Granadillo w/Case,251,3,,"$1,529.99","Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
Serial #2382456
Tech Specs 
String Type:Steel



Number of Strings:6



Body Shape:Auditorium



Left-/Right-handed:Right-handed



Color:Natural



Finish:Satin



Top Wood:Sitka Spruce



Back & Sides Wood:Granadillo



Body Bracing:Scalloped X-bracing





Binding:Antique White



Neck Wood:Select Hardwood



Neck Shape:Low Oval



Radius:16""



Fingerboard Material:Ebony



Fingerboard Inlay:Mother-of-Pearl Dots



Number of Frets:20



Scale Length:24.9""



Tuning Machines:Nickel Open-gear



Bridge Material:Ebony



Nut/Saddle Material:Bone/White Tusq



Nut Width:1.75""



Electronics:Fishman Matrix VT Enhance NT1



Strings:Lifespan 2.0 92/8 Phosphor Bronze, .012-.054



Case Included:Softshell 



read more…",Martin,00016E Granadillo,Built-in Electronics,,
1606583718-267,https://reverb.com/shop/randys-gear-locker-4?page=2,"10% price dropMartin DC-13E Road Series Acoustic-Electric in Natural w/Softshell Case + FREE ShippingFree Shipping$1,299$1,169.99Mint",https://reverb.com/item/36455188-martin-dc-13e-road-series-acoustic-electric-in-natural-w-softshell-case-free-shipping,Martin DC-13E Road Series Acoustic-Electric in Natural w/Softshell Case + FREE Shipping,238,0,,"$1,169.99","Please see photos and message or call us with any questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
Serial #: 2388645
Tech Specs String Type:Steel




Number of Strings:6



Body Shape:Dreadnought



Left-/Right-handed:Right-handed



Color:Natural



Finish:Gloss



Top Wood:Sitka Spruce



Back & Sides Wood:Mutenye



Body Bracing:X-bracing



Binding:White



Neck Wood:Select Hardwood



Neck Shape:Performing Artist



Radius:16""



Fingerboard Material:Richlite



Fingerboard Inlay:Mother-of-pearl Dots, 28 Style



Number of Frets:20



Scale Length:25.4""



Tuning Machines:Chrome Enclosed Gear



Bridge Material:Richlite



Nut/Saddle Material:White Corian/White Tusq



Nut Width:1.75""



Electronics:Fishman MX-T



Strings:Lifespan 2.0 92/8 Phosphor Bronze, .012-.054



Case Included:Softshell Case



read more…",Martin,DC-13E Road Series Acoustic-Electric,Built-in Electronics,,
1606583588-241,https://reverb.com/shop/randys-gear-locker-4?page=3,Fender Player Series Jazz Bass LH in Black w/Maple Neck + FREE ShippingFree Shipping$649.99Mint,https://reverb.com/item/36020539-fender-player-series-jazz-bass-lh-in-black-w-maple-neck-free-shipping,Fender Player Series Jazz Bass LH in Black w/Maple Neck + FREE Shipping,32,0,,$649.99,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
Serial #MX20046973

Weight: 8lbs 15oz
Tech Specs 
Body Shape:Jazz
Left-/Right-handed:Left-handed
Number of Strings:4
Color:Black
Body Finish:Gloss Polyester
Body Material:Alder
Neck Material:Maple
Neck Shape:Modern C
Radius:9.5""
Fingerboard Material:Maple
Fingerboard Inlay:Dots
Number of Frets:20, Medium Jumbo
Scale Length:34""
Nut Width:1.5""
Nut Material:Synthetic Bone
Bridge/Tailpiece:4-saddle Standard
Tuners:Fender Standard Open Gear
Neck Pickup:Player Series Alnico V Jazz Single-coil
Bridge Pickup:Player Series Alnico V Jazz Single-coil
Controls:2 x volume, 1 x master tone
Strings:Fender NPS, .045-.105

read more…",Fender,Player Series Jazz Bass LH,4-String,,
1606582829-90,https://reverb.com/shop/randys-gear-locker-4?page=10,Martin DCX2E-01 in Natural Sitka and Mahogany w/Gig BagFree Shipping$699Brand New,https://reverb.com/item/34097349-martin-dcx2e-01-in-natural-sitka-and-mahogany-w-gig-bag,Martin DCX2E-01 in Natural Sitka and Mahogany w/Gig Bag,862,0,,$699,"Please message with any questionsThe guitar shown is the exact one for saleYou are looking at serial #2361026
Weight 4lbs 1.0ozThis guitar ships FREETech SpecsString Type: SteelNumber of Strings: 6Body Shape: DreadnoughtLeft-/Right-handed: Right-handedColor: NaturalFinish: SatinTop Wood: Sitka SpruceBack & Sides Wood: High-pressure LaminateBody Bracing: Scalloped X-bracingNeck Wood: Select HardwoodNeck Shape: Performing ArtistRadius: 16""Fingerboard Material: Select HardwoodFingerboard Inlay: Mother-of-Pearl DotsNumber of Frets: 20Scale Length: 25.4""Tuning Machines: Chrome Closed GearBridge Material: Select HardwoodNut/Saddle Material: White Corian/White TusqNut Width: 1.75""Electronics: Fishman MXStrings: Martin, .012-.053Case Included: Gig Bagread more…",Martin,DCX2E-01,Built-in Electronics,,
1606582810-86,https://reverb.com/shop/randys-gear-locker-4?page=10,Paul Reed Smith SE Tonare P20-SAVM Parlor Acoustic in Vintage Mahogany w/Gig BagFree Shipping$499Brand New,https://reverb.com/item/34094667-paul-reed-smith-se-tonare-p20-savm-parlor-acoustic-in-vintage-mahogany-w-gig-bag,Paul Reed Smith SE Tonare P20-SAVM Parlor Acoustic in Vintage Mahogany w/Gig Bag,279,8,,$499,"Please message with any questions.
This guitar ships FREE with its included Gig Bag!
Serial #D00767
These guitars were going to be showcased during the PRS Experience Event, but that was cancelled this year. We have a few available in each color, with and without pickups.
 Features include an ebony fretboard and bridge, bone nut and saddle, plus an included gigbag. 
Brand new condition, this guitar comes with its full manufacture warranty.

read more…",Paul Reed Smith,PE20SAVM,Parlor,,
1606583481-219,https://reverb.com/shop/randys-gear-locker-4?page=4,10% price dropFender Player Series Stratocaster w/Maple Neck in Polar White w/FREE ShippingIn 1 Other CartFree Shipping$699$629.99Mint,https://reverb.com/item/35775939-fender-player-series-stratocaster-w-maple-neck-in-polar-white-w-free-shipping,Fender Player Series Stratocaster w/Maple Neck in Polar White w/FREE Shipping,191,6,7.0,$629.99,"Please see photos and message or call us with any questions regarding pricing
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
The Serial number is MX20078018

Weight: 7lbs 13oz
This guitar is in brand new condition, FRESH from Fender!
SHIPS FREE!
Comes with full manufacture warranty!
TECH SPECS
Body Type:Solidbody
Body Shape:Stratocaster
Left-/Right-handed:Right-handed
Number of Strings:6
Body Material:Alder
Body Finish:Gloss Polyester
Color:Polar White
Neck Material:Maple
Neck Shape:Modern C
Radius:9.5""
Fingerboard Material:Maple
Fingerboard Inlay:Dots
Number of Frets:22, Medium Jumbo
Scale Length:25.5""
Nut Width:1.650""
Nut Material:Synthetic Bone
Bridge/Tailpiece:2-point Synchronized Tremolo with bent steel saddles
Tuners:Fender Standard Cast/Sealed
Neck Pickup:Player Series Alnico V Strat Single-coil
Middle Pickup:Player Series Alnico V Strat Single-coil
Bridge Pickup:Player Series Alnico V Strat Single-coil
Controls:1 x volume, 2 x tone, 5-way blade pickup switch
Strings:Fender NPS, .009-.042
read more…",Fender,Player Series Stratocaster,Solid Body,,
1606582824-89,https://reverb.com/shop/randys-gear-locker-4?page=10,Martin DX2E 12 String Acoustic Electric in Sitka and Mahogany w/GigbagFree Shipping$599Brand New,https://reverb.com/item/34097044-martin-dx2e-12-string-acoustic-electric-in-sitka-and-mahogany-w-gigbag,Martin DX2E 12 String Acoustic Electric in Sitka and Mahogany w/Gigbag,56,0,,$599,"Please message with any questionsThe guitar shown is the exact one for saleYou are looking at serial #2355076Martin D-X2E 12-String Acoustic Electric Guitar SpecificationsSeries: X Series
Edition Size: Open
Construction: Mortise & Tenon Neck Joint
Body Size: D-14 Fret
Top Material: Sitka Spruce
Rosette: MOP Pattern with Multi-Stripe
Bracing Pattern: X Brace
Brace Shape: Scalloped
Brace Material: Sitka Spruce
Brace Size: 5/16"" with 1/4"" Tone Bars
Back Material: HPL
Back Detail: Figured Mahogany Pattern
Side Material: HPL
Side Detail: Figured Mahogany Pattern
Neck Material: Select Hardwood
Neck Shape: Low Profile
Neck Taper: Standard Taper
Nut Material: White Corian
Headstock Shape: Solid with 12 String Taper
Headplate Material: HPL
Headplate Logo Style: Script Ink
Heelcap: Black
Fingerboard Material: Select Hardwood
Scale Length: 25.4""
Neck Joins Body At: 14th Fret
Number of Frets Total: 20
Fingerboard Width at Nut: 1 7/8''
Fingerboard Width at 12th Fret: 2 5/16''
Fingerboard Inlay Material: Mother of Pearl Pattern
Fingerboard Inlay Style: Style 28
Side Dots: White
Finish Top: Hand Rubbed
Top Color: Clear
Finish Neck: Hand Rubbed
Bridge Material: Select Hardwood
Bridge Style: Belly - 12 String
Bridge String Spacing: 2 5/16''
Saddle: Compensated White Tusq
Saddle Radius: 16""
Tuning Machines: Chrome Enclosed Gear
Recommended Strings: Authentic Acoustic Lifespan 2.0 Extra Light - 92/8 Phosphor Bronze MA500T
Knob: Small
Bridge Pin Material: White Plastic
Bridge Pin Dots: Black Plastic
Pickguard: Tortoise Pattern
Case: Soft Gig Bag
Label: Paper Label
Electronics: Fishman MX
Weight: 5lbs 4oz

read more…",Martin,DX2E,Built-in Electronics,,
1606583350-192,https://reverb.com/shop/randys-gear-locker-4?page=5,Martin  GPC-X2E Sitka/Rosewood w/Gig Bag +FREE ShippingFree Shipping$699Brand New,https://reverb.com/item/35471093-martin-gpc-x2e-sitka-rosewood-w-gig-bag-free-shipping,Martin  GPC-X2E Sitka/Rosewood w/Gig Bag +FREE Shipping,65,1,,$699,"Please see photos and message or call us with and pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
This guitar is serial number 2401470.
Tech Specs String Type:Steel




Number of Strings:6



Body Shape:Grand Performance



Left-/Right-handed:Right-handed



Color:Natural



Finish:Satin



Top Wood:Sitka Spruce



Back & Sides Wood:High-pressure Laminate



Body Bracing:Scalloped X-bracing



Neck Wood:Select Hardwood



Neck Shape:Performing Artist



Radius:16""



Fingerboard Material:Select Hardwood



Fingerboard Inlay:Mother-of-Pearl Dots



Number of Frets:20



Scale Length:25.4""



Tuning Machines:Chrome Closed Gear



Bridge Material:Select Hardwood



Nut/Saddle Material:White Tusq/White Corian



Nut Width:1.75""



Electronics:Fishman MX



Strings:Lifespan 2.0 Phosphor Bronze, .012-.054



Case Included:Gig Bag


read more…",Martin,GPC-X2E,Built-in Electronics,,
1606583774-279,https://reverb.com/shop/randys-gear-locker-4?page=2,"Paiste 18"" 2002 Crash (1475g) + FREE ShippingFree Shipping$292Brand New",https://reverb.com/item/36647784-paiste-18-2002-crash-1475g-free-shipping,"Paiste 18"" 2002 Crash (1475g) + FREE Shipping",13,0,,$292,"Paiste 2002 Extreme Crash 18"". This cymbal is a floor demo and may show fingerprints, stick marks, and signs of light wear from sitting out on the floor. Every PAISTE cymbal is guaranteed against defects in material or workmanship for two (2) year from the original date of purchase.C&M Music Center is a proud Authorized Paiste dealer!This cymbals weight 1475gPlease see photos and message with any questions.  *FREE SHIPPING - USA ONLY*
read more…",,"18"" 2002 Crash Cymbal",Crash,,
1606582948-114,https://reverb.com/shop/randys-gear-locker-4?page=9,Fender Player Series Telecaster in 3 Tone Sunburst w/ Pau Ferro w/FREE ShippingFree Shipping$649.99Mint,https://reverb.com/item/34541969-fender-player-series-telecaster-in-3-tone-sunburst-w-pau-ferro-w-free-shipping,Fender Player Series Telecaster in 3 Tone Sunburst w/ Pau Ferro w/FREE Shipping,966,28,3.0,$649.99,"Please see photos and message or call us with and pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
The serial number for this guitar is MX20056032. This guitar weighs 8.0 lbs. The guitar shown is the exact one for sale.Brand new condition, taken out of the box for pictures. 
FRESH from Fender, ships FREE!

Tech Specs
Body Type:Solidbody 



Body Shape:Telecaster 



Left-/Right-handed:Right-handed 



Number of Strings:6 



Body Material:Alder 



Body Finish:Gloss Polyester 



Color:3-tone Sunburst 



Neck Material:Maple 



Neck Shape:Modern C 

Radius:9.5"" 





Fingerboard Material:Pau Ferro 



Fingerboard Inlay:Dots 



Number of Frets:22, Medium Jumbo 



Scale Length:25.5"" 



Nut Width:1.650"" 



Nut Material:Synthetic Bone 



Bridge/Tailpiece:6-saddle String-thru with bent steel saddles 



Tuners:Fender Standard Cast/Sealed 



Neck Pickup:Player Series Alnico V Tele Single-coil 



Bridge Pickup:Player Series Alnico V Tele Single-coil 



Controls:1 x volume, 1 x tone, 3-way blade pickup switch 



Strings:Fender NPS, .009-.042

read more…",Fender,Player Telecaster with Pau Ferro Fretboard,Solid Body,,
1606583222-168,https://reverb.com/shop/randys-gear-locker-4?page=6,"Paul Reed Smith McCarty Double Cut in Dark Cherry Sunburst *10 Top* Straight Stoptail w/OHSCFree Shipping$4,199.99Mint",https://reverb.com/item/34997745-paul-reed-smith-mccarty-double-cut-in-dark-cherry-sunburst-10-top-straight-stoptail-w-ohsc,Paul Reed Smith McCarty Double Cut in Dark Cherry Sunburst *10 Top* Straight Stoptail w/OHSC,183,3,,"$4,199.99","Please see photos and message or call us with any pricing questions or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
You are looking at serial #20 0297707

Weight: 7lbs 0oz
This guitar is in brand new condition, taken out of the box and case for pictures and shown on display in our store behind the sales counter with our other Core PRS models.
This guitar ships FREE with its included hard shell case and accessories in its original box!
The PRS McCarty 10-Top solidbody electric guitar incorporates the guitar-building knowledge and techniques that Ted McCarty passed on to Paul Reed Smith over the years. Utilizing a thicker body for increased tone and sustain, this guitar serves up amazing sounds that you'll fall in love with. The mahogany neck with a Pattern neck profile and bound rosewood fingerboard offer inspiring playability. And premium TCI-tuned 58/15 LT pickups with coil splitting serve up a rich palette of tones for any style. The PRS McCarty 10-Top electric guitar delivers big tone and massive sustain in a beautifully elegant package.
--Tech Specs--Body Type: Solidbody




Body Shape: McCarty Doublecut



Left-/Right-handed: Right-handed



Number of Strings: 6



Body Material: Mahogany



Top Material: Figured Maple 10-Top



Body Finish: Gloss



Color: Charcoal



Neck Material: Mahogany



Neck Shape: Pattern



Radius: 10""



Fingerboard Material: Rosewood



Fingerboard Inlay: PRS Birds



Number of Frets: 22, Medium Jumbo



Scale Length: 25""



Nut Width: 1.6875""



Nut Material: Synthetic/Bronze powder blend



Bridge/Tailpiece: PRS Straight Stoptail



Tuners: PRS Phase III Locking



Neck Pickup: PRS 58/15 Humbucker



Bridge Pickup: PRS 58/15 Humbucker



Controls: 1 x master volume, 1 x master tone (push/pull coil-split), 3 way toggle pickup switch



Strings: .010-.046



Case Included: Hardshell Case




read more…",Paul Reed Smith,McCarty 10-Top,Solid Body,,
